Catalog / Data Sheet,Part No.,Status,Brand,Core Shape,Size (IEC62317) A x B x C,Dimm. A,Dimm. B,Dimm. C,Feature,Ferrite Material,Material Name,AL Value / (nH / N²),Core Loss / (W / set),Air Gap / mm,Initial Permeability μi,Saturation Magnetic Flux Density Bs / mT,Relative Loss Factor (Max.) (tanδ / μi) 10⁻⁶,Curie Temperature Tc(Min.) / °C,material_name,core_shape,A_L_clean,A_L_H_per_turn2,B_s_clean,B_s_T,gap_clean,gap_m,mu_i,Sigma_l_over_A_mm_inv,le_m,Ae_m2,Ve_m3
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_20_9_6.pdf,B66312G0000X197 (N97),Production,EPCOS,E(EE),E 20/9/6,20.4,9.35,5.9,Low Loss,Mn-Zn,N97,"1500 +30,-20%","0.65 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),1500,1.5e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0429,3.21e-05,1.3800000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_25_13_7.pdf,B66317G0000X197 (N97),Production,EPCOS,E(EE),E 25/13/7,25.0,12.8,7.5,Low Loss,Mn-Zn,N97,"1950 +30,-20%","1.4 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),1950,1.95e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0575,5.2499999999999995e-05,3.0200000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G0000X197 (N97),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,Low Loss,Mn-Zn,N97,"4100 +30,-20%","8 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),4100,4.1000000000000006e-06,410,0.41000000000000003,0.0,0.0,2300,,0.097,0.000178,1.73e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G0000X197 (N97),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,Low Loss,Mn-Zn,N97,"5400 +30,-20%","10.2 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),5400,5.4e-06,410,0.41000000000000003,0.0,0.0,2300,,0.097,0.000234,2.2700000000000003e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G0000X197 (N97),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,Low Loss,Mn-Zn,N97,"6700 +30,-20%","3.34 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),6700,6.7e-06,410,0.41000000000000003,0.0,0.0,2300,,0.124,0.000354,4.39e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_25.pdf,B66344G0000X197 (N97),Production,EPCOS,E(Large),E 55/28/25,55.0,27.5,25.0,Low Loss,Mn-Zn,N97,"7700 +30,-20%","4 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),7700,7.7e-06,410,0.41000000000000003,0.0,0.0,2300,,0.124,0.00041999999999999996,5.2100000000000006e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G0000X197 (N97),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,Low Loss,Mn-Zn,N97,"2250 +30,-20%","2.4 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),2250,2.25e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0704,7.599999999999999e-05,5.3500000000000004e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G0000X197 (N97),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,Low Loss,Mn-Zn,N97,"2650 +30,-20%","3.4 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),2650,2.65e-06,410,0.41000000000000003,0.0,0.0,2300,,0.07859999999999999,9.709999999999999e-05,7.63e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G0000X197 (N97),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,Low Loss,Mn-Zn,N97,"2800 +30,-20%","5.1 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),2800,2.8000000000000003e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0922,0.000125,1.15e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_44_22_15.pdf,B66365G0000X197 (N97),Production,EPCOS,E(ETD),ETD 44/22/15,43.8,22.5,15.2,Low Loss,Mn-Zn,N97,"3600 +30,-20%","8 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),3600,3.6000000000000003e-06,410,0.41000000000000003,0.0,0.0,2300,,0.10300000000000001,0.000173,1.7800000000000002e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_49_25_16.pdf,B66367G0000X197 (N97),Production,EPCOS,E(ETD),ETD 49/25/16,48.5,24.9,16.7,Low Loss,Mn-Zn,N97,"3900 +30,-20%","10.6 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),3900,3.9e-06,410,0.41000000000000003,0.0,0.0,2300,,0.114,0.00021099999999999998,2.4100000000000003e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_70_33_32.pdf,B66371G0000X197 (N97),Production,EPCOS,E(Large),E 70/33/32,70.5,33.2,32.0,Low Loss,Mn-Zn,N97,"10000 +30,-20%","8.6 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),10000,1e-05,410,0.41000000000000003,0.0,0.0,2300,,0.149,0.000683,0.00010200000000000001
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20.pdf,B66375G0000X197 (N97),Production,EPCOS,E(Large),E 80/38/20,80.0,38.5,20.2,Low Loss,Mn-Zn,N97,"4700 +30,-20%","6.2 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),4700,4.7e-06,410,0.41000000000000003,0.0,0.0,2300,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0080K197 (N97),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N97,80 ±10%,,,2300,410 (100°C),,230,N97,E DG,80,8e-08,410,0.41000000000000003,,,2300,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0100K197 (N97),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N97,100 ±10%,,,2300,410 (100°C),,230,N97,E DG,100,1.0000000000000001e-07,410,0.41000000000000003,,,2300,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0150K197 (N97),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N97,150 ±10%,,,2300,410 (100°C),,230,N97,E DG,150,1.5000000000000002e-07,410,0.41000000000000003,,,2300,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_65_32_27.pdf,B66387G0000X197 (N97),Production,EPCOS,E(Large),E 65/32/27,65.0,32.8,27.4,Low Loss,Mn-Zn,N97,"7900 +30,-20%","6.3 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),7900,7.9e-06,410,0.41000000000000003,0.0,0.0,2300,,0.147,0.000535,7.865e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_16_6_5.pdf,B66393G0000X197 (N97),Production,EPCOS,E(EE),E 16/6/5,16.0,5.8,4.7,Low Loss,Mn-Zn,N97,1250 ±25%,"0.24 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),1250,1.25e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0286,1.92e-05,5.490000000000001e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_54_28_19.pdf,B66395G0000X197 (N97),Production,EPCOS,E(ETD),ETD 54/28/19,54.5,27.8,19.3,Low Loss,Mn-Zn,N97,"4600 +30,-20%","2.6 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),4600,4.6e-06,410,0.41000000000000003,0.0,0.0,2300,,0.127,0.00028,3.5600000000000005e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G0000X197 (N97),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,Low Loss,Mn-Zn,N97,"5500 +30,-20%","4.5 (100mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ETD),5500,5.500000000000001e-06,410,0.41000000000000003,0.0,0.0,2300,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_25_13_13.pdf,B66408G0000X197 (N97),Production,EPCOS,E(EV),EV 25/13/13,25.0,12.8,12.7,Low Loss,Mn-Zn,N97,"2600 +30,-20%","2.05 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EV),2600,2.6e-06,410,0.41000000000000003,0.0,0.0,2300,,0.059000000000000004,7.4e-05,4.3700000000000005e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/efd_10_5_3.pdf,B66411G0000X197 (N97),Production,EPCOS,E(EFD),EFD 10/5/3,10.5,5.2,2.7,Low Loss,Mn-Zn,N97,"470 +30,-20%","0.08 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EFD),470,4.7000000000000005e-07,410,0.41000000000000003,0.0,0.0,2300,,0.023100000000000002,7.2e-06,1.66e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413G0000X197 (N97),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N97,"820 +30,-20%","0.23 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EFD),820,8.200000000000001e-07,410,0.41000000000000003,0.0,0.0,2300,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0050J197 (N97),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N97,50 ±5%,(100°C),0.46,2300,410 (100°C),,230,N97,E(EFD),50,5.0000000000000004e-08,410,0.41000000000000003,0.46,0.00046,2300,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0100K197 (N97),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N97,100 ±10%,(100°C),0.17,2300,410 (100°C),,230,N97,E(EFD),100,1.0000000000000001e-07,410,0.41000000000000003,0.17,0.00017,2300,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0125K197 (N97),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N97,125 ±10%,(100°C),0.12,2300,410 (100°C),,230,N97,E(EFD),125,1.2500000000000002e-07,410,0.41000000000000003,0.12,0.00012,2300,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0160L197 (N97),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N97,160 ±15%,(100°C),0.08,2300,410 (100°C),,230,N97,E(EFD),160,1.6e-07,410,0.41000000000000003,0.08,8e-05,2300,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417G0000X197 (N97),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,Low Loss,Mn-Zn,N97,"1250 +30,-20%","0.8 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EFD),1250,1.25e-06,410,0.41000000000000003,0.0,0.0,2300,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421G0000X197 (N97),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,Low Loss,Mn-Zn,N97,"2100 +30,-20%","1.5 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EFD),2100,2.1000000000000002e-06,410,0.41000000000000003,0.0,0.0,2300,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421U0160K197 (N97),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,Low Loss,Mn-Zn,N97,160 ±10%,,0.5,2300,410 (100°C),,230,N97,E(EFD),160,1.6e-07,410,0.41000000000000003,0.5,0.0005,2300,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423G0000X197 (N97),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,Low Loss,Mn-Zn,N97,"2150 +30,-20%","2.2 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EFD),2150,2.15e-06,410,0.41000000000000003,0.0,0.0,2300,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_30_16_13.pdf,B66432G0000X197 (N97),Production,EPCOS,E(EV),EV 30/16/13,29.7,16.4,12.5,Low Loss,Mn-Zn,N97,"2900 +30,-20%","3 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EV),2900,2.9e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0748,9.9e-05,7.41e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_15_9_7.pdf,B66434G0000X197 (N97),Production,EPCOS,E(EV),EV 15/9/7,14.8,9.0,7.0,Low Loss,Mn-Zn,N97,1300 ±25%,"0.5 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EV),1300,1.3e-06,410,0.41000000000000003,0.0,0.0,2300,,0.038700000000000005,2.77e-05,1.0700000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_18_3_10.pdf,B66480G0000X197 (N97),Production,EPCOS,E(ER),ER 18/3/10,18.0,3.15,9.7,Low Loss,Mn-Zn,N97,2300 ±25%,"0.3 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ER),2300,2.3e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0221,3.02e-05,6.67e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_23_5_13.pdf,B66482G0000X197 (N97),Production,EPCOS,E(ER),ER 23/5/13,23.2,5.1,12.5,Low Loss,Mn-Zn,N97,3000 ±25%,"0.69 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ER),3000,3e-06,410,0.41000000000000003,0.0,0.0,2300,,0.032600000000000004,5.0299999999999996e-05,1.6400000000000002e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484G0000X197 (N97),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,Low Loss,Mn-Zn,N97,4100 ±25%,"1.01 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ER),4100,4.1000000000000006e-06,410,0.41000000000000003,0.0,0.0,2300,,0.034,6.890000000000001e-05,2.3430000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484U0400H197 (N97),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,Low Loss,Mn-Zn,N97,400 ±12%,,0.2,2300,410 (100°C),,230,N97,E(ER),400,4.0000000000000003e-07,410,0.41000000000000003,0.2,0.0002,2300,,0.034,6.890000000000001e-05,2.3430000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_32_5_21.pdf,B66501G0000X197 (N97),Production,EPCOS,E(ER),ER 32/5/21,29.7,5.1,21.0,Low Loss,Mn-Zn,N97,5000 ±25%,"2.2 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(ER),5000,5e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0383,0.00010049999999999999,3.847000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_13_6_6_15.pdf,B66536G0000X197 (N97),Production,EPCOS,E(EE),E 13/6/6.15,13.0,6.0,6.15,Low Loss,Mn-Zn,N97,"950 +30,-20%","0.32 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EE),950,9.5e-07,410,0.41000000000000003,0.0,0.0,2300,,0.0302,1.7100000000000002e-05,5.16e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_36_19_16.pdf,B66567G000X197 (N97),Production,EPCOS,E(EV),EV 36/19/16,36.3,19.5,16.2,Low Loss,Mn-Zn,N97,"3600 +30,-20%","5.8 (200mT, 100kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(EV),3600,3.6000000000000003e-06,410,0.41000000000000003,0.0,0.0,2300,,0.0874,0.000154,1.344e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_120_71_40.pdf,B66614G0000X197 (N97),Production,EPCOS,E(Large),E 120/71/40,120.0,70.5,40.0,Low Loss,Mn-Zn,N97,"15000 +30,-20%","12 (100mT, 25kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),15000,1.5e-05,410,0.41000000000000003,0.0,0.0,2300,,0.295,0.001782,0.00052569
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28.pdf,B66894G0000X197 (N97),Production,EPCOS,E(Large),E 100/60/28,100.3,59.4,27.5,Low Loss,Mn-Zn,N97,"6800 +30,-20%","4.4 (100mT, 25kHz, 100°C)",0.0,2300,410 (100°C),,230,N97,E(Large),6800,6.8e-06,410,0.41000000000000003,0.0,0.0,2300,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28_dg.pdf,B66894Y0080K197 (N97),Production,EPCOS,E DG,E 100/60/28DG,100.3,59.4,27.5,Low Loss,Mn-Zn,N97,80 ±10%,,,2300,410 (100°C),,230,N97,E DG,80,8e-08,410,0.41000000000000003,,,2300,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28_dg.pdf,B66894Y0100K197 (N97),Production,EPCOS,E DG,E 100/60/28DG,100.3,59.4,27.5,Low Loss,Mn-Zn,N97,100 ±10%,,,2300,410 (100°C),,230,N97,E DG,100,1.0000000000000001e-07,410,0.41000000000000003,,,2300,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_14_5_6.pdf,B65513J0000R608 (PC200),Production,EPCOS,E(ER),ER 14.5/6,14.5,5.9,6.7,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"750 +30,-20%",,0.0,800,410 (100°C),,280,PC200,E(ER),750,7.5e-07,410,0.41000000000000003,0.0,0.0,800,,0.019,1.76e-05,3.34e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0000R608 (PC200),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"480 +30,-20%",,0.0,800,410 (100°C),,280,PC200,E(ER),480,4.800000000000001e-07,410,0.41000000000000003,0.0,0.0,800,,0.0136,8.81e-06,1.2000000000000002e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0000R608 (PC200),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"640 +30,-20%",,0.0,800,410 (100°C),,280,PC200,E(ER),640,6.4e-07,410,0.41000000000000003,0.0,0.0,800,,0.0141,1.24e-05,1.7400000000000002e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/efd_10_5_3.pdf,B66411G0000X608 (PC200),Production,EPCOS,E(EFD),EFD 10/5/3,10.5,5.2,2.7,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"250 +30,-20%",,0.0,800,410 (100°C),,280,PC200,E(EFD),250,2.5000000000000004e-07,410,0.41000000000000003,0.0,0.0,800,,0.023100000000000002,7.2e-06,1.66e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413G0000X608 (PC200),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"370 +30,-20%","0.15 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(EFD),370,3.7e-07,410,0.41000000000000003,0.0,0.0,800,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417G0000X608 (PC200),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"560 +30,-20%","0.45 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(EFD),560,5.6e-07,410,0.41000000000000003,0.0,0.0,800,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421G0000X608 (PC200),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"900 +30,-20%","1.2 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(EFD),900,9.000000000000001e-07,410,0.41000000000000003,0.0,0.0,800,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423G0000X608 (PC200),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,For High Frequency Switching Power Supplies,Mn-Zn,PC200,"830 +30,-20%","1.5 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(EFD),830,8.300000000000001e-07,410,0.41000000000000003,0.0,0.0,800,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_18_3_10.pdf,B66480G0000X608 (PC200),Production,EPCOS,E(ER),ER 18/3/10,18.0,3.15,9.7,For High Frequency Switching Power Supplies,Mn-Zn,PC200,1200 ±25%,"0.25 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(ER),1200,1.2000000000000002e-06,410,0.41000000000000003,0.0,0.0,800,,0.0221,3.02e-05,6.67e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_23_5_13.pdf,B66482G0000X608 (PC200),Production,EPCOS,E(ER),ER 23/5/13,23.2,5.1,12.5,For High Frequency Switching Power Supplies,Mn-Zn,PC200,1400 ±25%,"0.6 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(ER),1400,1.4000000000000001e-06,410,0.41000000000000003,0.0,0.0,800,,0.032600000000000004,5.0299999999999996e-05,1.6400000000000002e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484G0000X608 (PC200),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,For High Frequency Switching Power Supplies,Mn-Zn,PC200,1800 ±25%,"0.9 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(ER),1800,1.8000000000000001e-06,410,0.41000000000000003,0.0,0.0,800,,0.034,6.890000000000001e-05,2.3430000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_32_5_21.pdf,B66501G0000X608 (PC200),Production,EPCOS,E(ER),ER 32/5/21,29.7,5.1,21.0,For High Frequency Switching Power Supplies,Mn-Zn,PC200,2300 ±25%,"1.6 (50mT, 1MHz, 100°C)",0.0,800,410 (100°C),,280,PC200,E(ER),2300,2.3e-06,410,0.41000000000000003,0.0,0.0,800,,0.0383,0.00010049999999999999,3.847000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_10_0_6_00_4_00.pdf,B64290L0038X035 (T35),Production,EPCOS,Toroid(Toroid),R 10/6/4,10.0,6.0,4.0,EMI,Mn-Zn,T35,2460 ±25%,,0.0,6000,270 (100°C),,130,T35,Toroid(Toroid),2460,2.46e-06,270,0.27,0.0,0.0,6000,,,,
